Time,Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
4:10:12,-0.81,0.48,-0.36,-54.53,37.17,-24.85
4:10:12,-0.8,0.5,-0.38,-46.41,45.92,-27.51
4:10:12,-0.78,0.48,-0.38,-29.96,49.28,-29.05
4:10:12,-0.76,0.45,-0.36,-9.73,47.25,-24.92
4:10:12,-0.72,0.45,-0.31,5.39,42.42,-15.12
4:10:12,-0.72,0.47,-0.28,17.08,36.47,-9.73
4:10:12,-0.75,0.45,-0.27,36.26,22.19,-3.99
4:10:12,-0.77,0.46,-0.23,63.98,-9.45,7.63
4:10:12,-0.76,0.53,-0.15,78.33,-26.18,18.27
4:10:12,-0.75,0.61,-0.07,65.31,-22.47,18.2
4:10:12,-0.77,0.64,-0.02,19.18,-3.5,6.09
4:10:12,-0.84,0.55,-0.08,16.45,7.77,-1.54
4:10:12,-0.86,0.49,-0.11,6.51,8.61,-3.43
4:10:12,-0.85,0.45,-0.25,-0.07,7,-5.39
4:10:12,-0.85,0.41,-0.15,-0.91,6.16,-8.33
4:10:12,-0.87,0.37,-0.17,3.15,5.39,-9.66
4:10:12,-0.91,0.36,-0.2,8.54,4.62,-10.78
4:10:12,-0.96,0.37,-0.24,12.39,0.42,-13.37
4:10:12,-1,0.36,-0.26,15.33,-7.35,-14.91
4:10:12,-0.99,0.35,-0.26,17.36,-15.89,-16.45
4:10:12,-0.94,0.33,-0.22,19.6,-22.05,-17.5
4:10:12,-0.89,0.35,-0.19,19.74,-21.21,-21.63
4:10:12,-0.84,0.36,-0.18,11.27,-19.95,-23.59
4:10:12,-0.78,0.36,-0.17,-5.53,-17.29,-24.43
4:10:12,-0.74,0.38,-0.17,-16.87,-12.67,-25.9
4:10:12,-0.74,0.4,-0.19,-28.56,-9.52,-25.97
4:10:12,-0.78,0.43,-0.22,-40.04,-7.84,-25.41
4:10:12,-0.8,0.44,-0.24,-41.02,-5.04,-21.56
4:10:12,-0.81,0.45,-0.25,-34.3,-0.84,-18.55
4:10:12,-0.8,0.49,-0.26,-27.51,1.12,-18.83
4:10:12,-0.76,0.48,-0.25,-23.38,1.82,-17.36
4:10:12,-0.71,0.44,-0.24,-15.47,2.24,-13.93
4:10:12,-0.67,0.39,-0.24,-1.19,-0.35,-9.31
4:10:12,-0.66,0.42,-0.24,1.82,-4.97,-4.9
4:10:12,-0.67,0.43,-0.24,-1.05,-9.24,0.21
4:10:12,-0.71,0.45,-0.24,1.89,-10.99,4.48
4:10:12,-0.76,0.48,-0.25,8.19,-12.39,8.47
4:10:12,-0.79,0.52,-0.25,14.63,-13.86,8.4
4:10:12,-0.78,0.52,-0.25,18.2,-14.77,5.74
4:10:12,-0.75,0.46,-0.25,23.17,-17.57,8.68
4:10:12,-0.73,0.44,-0.24,28.28,-23.52,11.27
4:10:12,-0.73,0.41,-0.2,26.46,-30.94,8.89
4:10:12,-0.74,0.39,-0.16,22.47,-35.98,8.96
4:10:12,-0.74,0.38,-0.13,18.62,-36.47,10.64
4:10:12,-0.72,0.39,-0.12,14.21,-32.41,17.29
4:10:12,-0.73,0.45,-0.17,8.61,-30.59,20.72
4:10:12,-0.74,0.49,-0.21,0.07,-32.06,17.22
4:10:12,-0.75,0.5,-0.23,-10.01,-38.36,16.66
4:10:12,-0.72,0.48,-0.22,-12.04,-43.12,19.46
4:10:12,-0.66,0.47,-0.2,-0.49,-48.51,27.3
4:10:12,-0.61,0.5,-0.18,3.99,-56.77,34.58
4:10:12,-0.6,0.53,-0.15,-3.64,-58.59,35.7
4:10:12,-0.62,0.54,-0.13,-18.48,-54.32,30.03
4:10:12,-0.68,0.53,-0.14,-34.3,-49.77,28.35
4:10:12,-0.77,0.51,-0.16,-37.31,-50.19,31.78
4:10:12,-0.85,0.5,-0.18,-27.65,-58.94,44.31
4:10:12,-0.96,0.54,-0.18,-8.33,-73.36,63.07
4:10:12,-1.07,0.61,-0.17,15.61,-91.21,84.21
4:10:12,-1.19,0.68,-0.09,37.31,-116.76,101.5
4:10:12,-1.44,0.83,0.25,61.04,-134.26,105.21
4:10:12,-1.59,1.12,0.77,27.93,-110.25,80.85
4:10:12,-1.51,1.12,0.78,-102.69,-52.08,58.45
4:10:12,-1.28,0.73,0.13,-141.12,-35,64.4
4:10:12,-1.15,0.44,-0.24,-125.37,-52.57,83.72
4:10:12,-1.11,0.41,-0.29,-89.04,-63.14,106.19
4:10:12,-1.25,0.51,-0.17,-63.77,-58.52,118.72
4:10:12,-1.51,0.57,-0.04,-46.76,-52.08,117.11
4:10:12,-1.71,0.56,0.02,-34.02,-51.66,103.32
4:10:12,-1.68,0.57,-0.04,-30.45,-55.58,91.14
4:10:12,-1.47,0.52,-0.12,-27.65,-55.79,80.5
4:10:12,-1.2,0.53,-0.17,-15.82,-59.29,73.57
4:10:12,-0.89,0.52,-0.12,-8.82,-58.17,67.62
4:10:12,-0.77,0.47,-0.06,-3.57,-42.98,62.23
4:10:12,-0.74,0.44,-0.05,6.93,-26.18,54.25
4:10:12,-0.81,0.48,0,1.89,-18.76,44.8
4:10:12,-0.84,0.46,0.01,-1.05,-12.6,36.75
4:10:12,-0.82,0.44,0.12,1.68,-8.82,32.55
4:10:12,-0.73,0.47,0.01,0,-1.89,28.42
4:10:12,-0.67,0.48,0.01,-0.98,5.18,23.31
4:10:12,-0.65,0.48,0.04,-2.45,8.96,19.81
4:10:12,-0.63,0.49,0.08,-4.41,12.95,16.03
4:10:12,-0.62,0.5,0.09,-4.69,19.6,13.3
4:10:12,-0.64,0.53,0.11,-6.09,24.01,10.01
4:10:12,-0.67,0.54,0.14,-5.81,27.93,4.83
4:10:12,-0.7,0.51,0.14,-5.25,30.66,-0.14
4:10:12,-0.71,0.47,0.12,-5.6,33.53,-4.27
4:10:12,-0.69,0.41,0.07,-7.35,33.88,-7.91
4:10:12,-0.69,0.31,0.05,-7.7,31.5,-10.29
4:10:12,-0.7,0.26,0.05,-7.07,28.49,-14.84
4:10:12,-0.73,0.24,0.07,-3.78,27.79,-20.02
4:10:12,-0.76,0.24,0.09,-0.35,28.14,-25.27
4:10:12,-0.78,0.26,0.09,5.74,27.79,-29.68
4:10:12,-0.79,0.31,0.08,13.44,28,-34.3
4:10:12,-0.78,0.4,0.09,17.78,29.47,-37.24
4:10:12,-0.79,0.46,0.08,16.24,28.98,-38.78
4:10:12,-0.79,0.48,0.07,13.79,29.12,-39.62
4:10:12,-0.78,0.47,0.04,20.16,28.07,-38.43
4:10:12,-0.76,0.46,0.02,33.67,27.3,-36.68
4:10:12,-0.77,0.49,0.01,47.74,24.92,-34.44
4:10:12,-0.78,0.54,0.05,54.25,17.78,-33.88
4:10:12,-0.76,0.57,0.1,53.83,12.25,-32.9
4:10:12,-0.75,0.6,0.12,45.99,10.71,-33.74
4:10:12,-0.74,0.58,0.11,36.54,11.13,-36.26
4:10:12,-0.74,0.56,0.08,31.57,13.51,-40.04
4:10:12,-0.75,0.54,0.06,24.99,13.86,-43.75
4:10:12,-0.73,0.54,0.06,18.41,15.33,-47.39
4:10:12,-0.71,0.55,0.06,7.63,22.19,-49.84
4:10:12,-0.71,0.57,0.07,-1.75,28.42,-51.1
4:10:12,-0.71,0.57,0.07,-9.45,33.04,-51.73
4:10:12,-0.7,0.57,0.07,-14.07,35.7,-51.1
4:10:12,-0.7,0.55,0.06,-16.17,37.38,-48.16
4:10:12,-0.7,0.52,0.05,-20.37,38.01,-44.1
4:10:12,-0.7,0.52,0.03,-28.21,36.96,-41.3
4:10:12,-0.69,0.47,0.02,-32.27,37.38,-38.92
4:10:12,-0.69,0.43,-0.02,-32.41,40.11,-37.38
4:10:12,-0.72,0.39,-0.05,-26.11,43.33,-36.47
4:10:12,-0.73,0.35,-0.06,-17.08,47.88,-37.24
4:10:12,-0.71,0.35,-0.06,-9.52,56.07,-40.04
4:10:12,-0.69,0.35,-0.09,-2.17,60.9,-42.07
4:10:12,-0.68,0.38,-0.11,-0.07,62.37,-42
4:10:12,-0.65,0.4,-0.1,1.05,64.4,-41.37
4:10:12,-0.63,0.42,-0.07,0.77,67.55,-44.8
4:10:12,-0.61,0.41,-0.04,7.56,74.62,-44.1
4:10:12,-0.63,0.39,-0.01,22.96,80.85,-43.47
4:10:12,-0.7,0.38,0.04,42.35,75.88,-37.73
4:10:12,-0.8,0.39,0.13,54.46,59.15,-32.2
4:10:12,-0.88,0.48,0.22,38.36,42.84,-30.8
4:10:12,-0.86,0.53,0.13,13.86,36.54,-29.33
4:10:12,-0.8,0.51,0.01,8.4,35.07,-26.81
4:10:12,-0.77,0.52,-0.08,17.85,41.23,-25.27
4:10:12,-0.85,0.56,-0.13,28.49,46.69,-24.5
4:10:12,-0.95,0.6,-0.16,35.7,50.26,-20.65
4:10:12,-1.08,0.62,-0.21,45.01,52.01,-5.81
4:10:12,-1.34,0.66,-0.23,70.56,40.88,17.57
4:10:12,-1.51,0.83,-0.29,96.53,33.18,40.39
4:10:12,-1.27,0.99,-0.37,83.51,30.1,26.53
4:10:12,-1.2,0.84,-0.35,55.23,14.07,12.74
4:10:12,-1.11,0.69,-0.32,43.05,-7.98,24.92
4:10:12,-1.12,0.69,-0.33,74.27,-50.54,54.04
4:10:12,-1.02,0.79,-0.18,108.22,-68.39,89.6
4:10:12,-0.91,0.98,-0.03,81.62,-30.24,86.24
4:10:12,-0.98,0.96,-0.18,39.06,-4.76,61.81
4:10:12,-1.07,0.83,-0.25,13.16,-7.7,55.09
4:10:12,-1.05,0.73,-0.24,-1.05,-1.47,43.19
4:10:12,-1.06,0.58,-0.28,-15.47,7,33.39
4:10:12,-1.03,0.41,-0.3,-22.75,12.18,30.24
4:10:12,-1.08,0.35,-0.37,-23.38,10.22,25.62
4:10:12,-1.34,0.37,-0.41,-21.91,2.8,16.73
4:10:12,-1.39,0.41,-0.39,-26.32,3.71,2.66
4:10:12,-1.44,0.41,-0.32,-39.62,16.03,-15.68
4:10:12,-1.33,0.27,-0.29,-45.43,32.69,-27.37
4:10:12,-1.18,0.16,-0.34,-38.99,41.37,-25.55
4:10:12,-1.02,0.08,-0.38,-22.82,28.35,-16.52
4:10:12,-0.91,0.09,-0.38,-4.62,10.99,-7.98
4:10:12,-0.84,0.16,-0.4,-5.6,-5.53,-4.27
4:10:12,-0.8,0.2,-0.42,-5.81,-17.01,-4.41
4:10:12,-0.78,0.21,-0.46,-1.96,-21,7.21
4:10:12,-0.78,0.23,-0.5,21.77,-23.94,15.19
4:10:12,-0.77,0.28,-0.5,44.1,-25.48,12.18
4:10:12,-0.81,0.34,-0.46,51.24,-20.58,7.35
4:10:12,-0.87,0.39,-0.39,38.01,-7.28,0.49
4:10:12,-0.88,0.39,-0.32,17.85,33.39,-7.35
4:10:12,-0.86,0.37,-0.27,0.07,45.5,-16.17
4:10:12,-0.82,0.37,-0.26,-14.63,61.25,-22.4
4:10:12,-0.82,0.38,-0.27,-27.72,66.92,-24.29
4:10:12,-0.85,0.4,-0.27,-36.82,66.08,-25.06
4:10:12,-0.88,0.43,-0.27,-38.43,63.14,-24.29
4:10:12,-0.88,0.43,-0.26,-34.72,59.01,-20.79
4:10:12,-0.86,0.45,-0.25,-25.97,52.5,-18.62
4:10:12,-0.83,0.46,-0.25,-14.14,41.58,-16.94
4:10:12,-0.8,0.47,-0.25,0.07,26.04,-13.79
4:10:12,-0.78,0.51,-0.23,9.8,8.75,-5.81
4:10:12,-0.78,0.54,-0.2,13.3,-7.7,0.98
4:10:12,-0.78,0.56,-0.14,14.91,-35.28,6.37
4:10:12,-0.78,0.58,-0.11,14.28,-18.2,9.31
4:10:12,-0.78,0.58,-0.11,11.27,-17.57,10.43
4:10:12,-0.79,0.54,-0.16,7.84,-17.92,9.73
4:10:12,-0.79,0.51,-0.19,2.1,-17.5,8.68
4:10:12,-0.79,0.45,-0.21,-1.4,-16.24,6.86
4:10:12,-0.78,0.4,-0.23,-1.26,-16.8,6.58
4:10:12,-0.75,0.37,-0.23,-0.07,-18.34,6.37
4:10:12,-0.72,0.36,-0.23,1.82,-19.11,4.76
4:10:12,-0.71,0.37,-0.23,-0.56,-20.72,2.24
4:10:12,-0.76,0.4,-0.24,-8.33,-24.29,0.21
4:10:12,-0.84,0.43,-0.24,-15.12,-26.25,-1.54
4:10:12,-0.91,0.44,-0.24,-17.01,-25.2,-3.57
4:10:12,-0.94,0.44,-0.23,-15.33,-22.68,-7.42
4:10:12,-0.92,0.43,-0.21,-13.44,-20.37,-13.09
4:10:12,-0.86,0.4,-0.19,-12.53,-18.69,-17.78
4:10:12,-0.82,0.4,-0.19,-15.19,-20.02,-21.56
4:10:12,-0.81,0.39,-0.2,-18.48,-22.54,-21.77
4:10:12,-0.82,0.39,-0.21,-21.42,-25.2,-21.91
4:10:12,-0.81,0.38,-0.21,-20.51,-28.07,-20.51
4:10:12,-0.76,0.36,-0.2,-17.92,-29.68,-19.74
4:10:12,-0.69,0.35,-0.18,-13.44,-27.3,-20.37
4:10:12,-0.6,0.33,-0.17,-9.24,-23.17,-16.8
4:10:12,-0.54,0.35,-0.18,-14.28,-19.74,-10.36
4:10:12,-0.53,0.43,-0.22,-32.83,-23.8,-6.3
4:10:12,-0.56,0.48,-0.26,-69.51,-29.26,-5.81
4:10:12,-0.6,0.55,-0.27,-71.61,-29.61,-4.55
4:10:12,-0.61,0.58,-0.26,-76.51,-21.21,-1.4
4:10:12,-0.59,0.57,-0.27,-68.04,-8.05,8.61
4:10:12,-0.55,0.57,-0.31,-56.7,0.49,21.28
4:10:12,-0.48,0.57,-0.31,-44.17,3.5,31.01
4:10:12,-0.41,0.54,-0.3,-28.42,4.34,40.11
4:10:12,-0.37,0.58,-0.34,-16.94,1.12,44.8
4:10:12,-0.4,0.6,-0.4,-9.59,-12.6,47.88
4:10:12,-0.47,0.66,-0.41,9.1,-49.91,55.02
4:10:12,-0.63,0.69,-0.41,28.07,-54.18,71.47
4:10:12,-0.82,0.64,-0.41,73.5,-79.87,107.45
4:10:12,-1.03,0.6,-0.41,191.87,-125.44,156.59
4:10:12,-1.13,0.67,-0.36,265.65,-179.97,211.75
4:10:12,-1.16,1.13,-0.04,270.27,-225.89,246.68
4:10:12,-1.38,1.54,0.64,117.39,-287.63,229.95
4:10:12,-1.08,1.73,1.63,9.03,-108.22,170.73
4:10:12,-1.15,1.82,0.89,-107.38,31.01,93.52
4:10:12,-1.15,1.22,-0.09,-150.78,31.29,84.77
4:10:12,-1.04,0.81,-0.5,-139.79,-15.96,99.33
4:10:12,-0.98,0.66,-0.49,-95.34,-40.25,111.23
4:10:12,-1.06,0.67,-0.31,-66.78,-40.46,118.79
4:10:12,-1.2,0.72,-0.13,-60.41,-44.73,111.58
4:10:12,-1.2,0.69,0.06,-73.64,-35.84,100.03
4:10:12,-1.15,0.63,0.01,-76.58,-24.15,86.59
4:10:12,-1.17,0.6,-0.1,-65.73,-18.69,69.44
4:10:12,-1.17,0.55,-0.12,-39.2,-17.01,52.64
4:10:12,-1.09,0.54,-0.06,-29.4,-12.67,42.63
4:10:12,-0.88,0.48,-0.01,-34.23,16.73,30.1
4:10:12,-0.72,0.35,-0.02,-33.04,12.81,19.81
4:10:12,-0.7,0.29,-0.07,-19.74,17.85,22.05
4:10:12,-0.75,0.44,-0.04,1.47,20.93,26.04
4:10:12,-0.8,0.67,0.04,7.77,22.82,23.52
4:10:12,-0.86,0.77,0.09,4.48,24.29,15.61
4:10:12,-0.87,0.78,0.12,-1.96,22.26,10.08
4:10:12,-0.79,0.7,0.13,-10.43,20.58,5.39
4:10:12,-0.74,0.58,0.11,-22.33,19.46,-2.1
4:10:12,-0.74,0.42,0.07,-20.16,16.94,-5.46
4:10:12,-0.73,0.36,0.07,-11.27,14.7,-8.82
4:10:12,-0.7,0.32,0.07,-1.61,16.1,-13.44
4:10:12,-0.68,0.3,0.08,8.05,15.89,-16.03
4:10:12,-0.66,0.38,0.09,11.27,17.22,-18.27
4:10:12,-0.68,0.48,0.1,10.78,17.64,-20.51
4:10:12,-0.69,0.52,0.08,12.46,16.73,-20.86
4:10:12,-0.68,0.56,0.06,18.2,15.54,-21.49
4:10:12,-0.66,0.61,0.05,23.8,14.63,-23.24
4:10:12,-0.65,0.66,0.07,27.44,13.58,-24.78
4:10:12,-0.64,0.67,0.09,29.61,14.28,-25.55
4:10:12,-0.64,0.68,0.09,34.93,14.63,-26.11
4:10:12,-0.63,0.71,0.1,38.92,13.58,-26.11
4:10:12,-0.61,0.73,0.12,37.45,13.3,-27.23
4:10:12,-0.59,0.71,0.12,32.06,14.56,-27.72
4:10:12,-0.61,0.69,0.09,25.48,17.08,-26.25
4:10:12,-0.66,0.67,0.04,20.09,16.66,-26.6
4:10:12,-0.67,0.67,0.01,14.7,14.98,-26.88
4:10:12,-0.65,0.65,0,12.18,13.72,-26.46
4:10:12,-0.65,0.65,-0.02,12.04,11.06,-27.02
4:10:12,-0.65,0.64,0,11.83,8.68,-27.93
4:10:12,-0.65,0.63,0.01,11.41,8.26,-30.45
4:10:12,-0.67,0.6,0.03,10.57,8.47,-33.81
4:10:12,-0.69,0.56,0.03,9.73,8.89,-38.01
4:10:12,-0.71,0.53,0.02,6.51,11.27,-41.93
4:10:12,-0.72,0.51,-0.01,3.71,12.67,-46.06
4:10:12,-0.71,0.52,-0.03,-0.56,14.42,-50.19
4:10:12,-0.71,0.55,-0.03,-3.78,15.54,-54.32
4:10:12,-0.7,0.57,-0.01,-6.65,19.74,-56.7
4:10:12,-0.68,0.61,0.02,-10.36,23.52,-58.8
4:10:12,-0.66,0.65,0.04,-14.77,27.86,-59.43
4:10:12,-0.64,0.67,0.05,-20.44,31.85,-60.41
4:10:12,-0.64,0.69,0.04,-27.16,34.3,-60.76
4:10:12,-0.63,0.69,0.04,-32.69,36.68,-60.62
4:10:12,-0.65,0.68,0.03,-35.07,38.99,-58.24
4:10:12,-0.66,0.68,0.03,-34.72,45.85,-55.3
4:10:12,-0.67,0.67,0,-27.58,51.24,-52.99
4:10:12,-0.66,0.68,-0.04,-15.26,51.73,-52.5
4:10:12,-0.64,0.65,-0.03,-5.88,47.67,-48.23
4:10:12,-0.6,0.64,-0.02,2.24,45.71,-41.65
4:10:12,-0.56,0.61,0,7.84,43.89,-36.75
4:10:12,-0.53,0.63,0.01,8.05,46.48,-30.87
4:10:12,-0.52,0.56,0.01,9.52,48.93,-29.75
4:10:12,-0.52,0.49,0,16.31,42.07,-23.24
4:10:12,-0.54,0.48,0.04,18.62,32.2,-19.81
4:10:12,-0.53,0.46,0.12,15.89,26.46,-17.15
4:10:12,-0.54,0.42,0.16,6.09,25.55,-14.28
4:10:12,-0.54,0.42,0.14,3.22,27.86,-9.03
4:10:12,-0.57,0.42,0.08,5.39,32.27,-8.82
4:10:12,-0.6,0.46,-0.08,11.62,29.26,-8.54
4:10:12,-0.57,0.43,-0.17,21.84,24.08,-3.01
