Time,Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z, Label
4:10:12,-0.89,0.33,-0.38,63.35,95.76,-14.7,
4:10:12,-0.94,0.34,-0.35,73.43,93.03,-8.82,
4:10:12,-0.99,0.36,-0.33,75.39,90.16,-7.42,
4:10:12,-1.04,0.34,-0.32,74.41,87.43,-8.68,
4:10:12,-1.07,0.32,-0.29,74.76,80.78,-14.21,
4:10:12,-1.1,0.31,-0.18,71.26,63.77,-26.74,
4:10:12,-1.32,0.51,0.08,-13.93,-9.03,-51.8,
4:10:12,-1.28,0.22,0.24,-34.51,-88.27,-40.88,
4:10:12,-0.91,0.12,0.23,26.04,-63.7,-14.49,
4:10:12,-0.72,0.2,-0.05,75.6,-15.96,-12.74,
4:10:12,-0.8,0.38,-0.31,79.94,-8.19,-19.46,
4:10:12,-0.85,0.48,-0.44,43.12,-38.92,-24.22,
4:10:12,-0.79,0.5,-0.49,-1.75,-59.15,-27.44,
4:10:12,-0.76,0.47,-0.53,-23.59,-69.65,-26.6,
4:10:12,-0.75,0.44,-0.55,-8.4,-69.23,-22.19,
4:10:12,-0.74,0.46,-0.56,21.84,-64.96,-13.86,
4:10:12,-0.69,0.52,-0.53,45.43,-53.9,-5.32,
4:10:12,-0.7,0.58,-0.53,55.16,-43.54,-3.85,
4:10:12,-0.74,0.63,-0.51,55.16,-38.15,-10.99,
4:10:12,-0.77,0.66,-0.48,41.72,-31.64,-14.91,
4:10:12,-0.77,0.64,-0.45,26.18,-20.37,-17.15,
4:10:12,-0.75,0.63,-0.43,12.81,-7.07,-18.34,
4:10:12,-0.75,0.64,-0.41,-2.59,5.67,-20.3,
4:10:12,-0.77,0.64,-0.39,-17.99,21.77,-19.11,
4:10:12,-0.82,0.61,-0.37,-27.16,37.38,-15.19,
4:10:12,-0.88,0.61,-0.35,-29.82,53.27,-9.45,
4:10:12,-0.96,0.6,-0.3,-29.75,66.15,-2.03,
4:10:12,-1.25,0.64,-0.2,-36.47,37.17,0.21,
4:10:12,-2.15,0.6,0.28,-41.37,-153.51,1.12,
4:10:12,-1.85,0.51,0.67,-9.03,-240.66,5.25,
4:10:12,-1.16,0.4,0.61,-5.11,-181.93,23.17,
4:10:12,-0.96,0.39,0.41,-21.14,-85.47,67.9,
4:10:12,-1.17,0.57,0.03,-46.48,-61.39,96.53,
4:10:12,-1.37,0.56,-0.21,-43.54,-100.94,86.1,
4:10:12,-1.27,0.37,-0.22,-25.83,-119.56,83.44,
4:10:12,-1.21,0.24,-0.21,-14.28,-91.91,95.83,
4:10:12,-1.32,0.2,-0.25,-5.25,-102.34,98.14,
4:10:12,-1.36,0.09,-0.24,7.77,-101.99,91.77,
4:10:12,-1.38,0.02,-0.24,30.38,-95.83,74.97,
4:10:12,-1.42,-0.05,-0.25,45.57,-96.46,60.76,
4:10:12,-1.4,-0.15,-0.23,54.32,-99.05,50.96,
4:10:12,-1.39,-0.25,-0.18,66.29,-101.08,43.96,
4:10:12,-1.31,-0.31,-0.08,78.47,-100.94,43.33,
4:10:12,-1.12,-0.34,-0.04,84.7,-92.4,52.85,
4:10:12,-0.92,-0.33,-0.03,89.88,-79.1,77.63,
4:10:12,-0.83,-0.02,-0.05,73.99,-63.07,79.87,
4:10:12,-0.79,0.11,-0.17,61.6,-51.87,69.23,
4:10:12,-0.8,0.24,-0.26,58.38,-52.5,54.46,
4:10:12,-0.79,0.36,-0.3,48.58,-48.44,48.51,
4:10:12,-0.81,0.43,-0.34,30.52,-42.91,58.8,
4:10:12,-0.83,0.42,-0.35,36.96,-36.12,69.44,
4:10:12,-0.79,0.47,-0.33,65.1,-32.9,76.09,
4:10:12,-0.75,0.49,-0.24,72.38,-36.47,75.67,
4:10:12,-0.79,0.5,-0.09,59.71,-37.87,74.13,
4:10:12,-0.84,0.45,0.07,32.41,-31.08,69.09,
4:10:12,-0.84,0.35,0.08,11.41,-20.65,65.17,
4:10:12,-0.81,0.28,0.02,0.56,-10.5,58.94,
4:10:12,-0.76,0.21,-0.04,-6.51,-2.31,51.52,
4:10:12,-0.73,0.16,-0.06,-12.74,4.48,48.09,
4:10:12,-0.69,0.16,-0.01,-19.25,11.9,42.35,
4:10:12,-0.66,0.14,-0.01,-27.51,26.95,32.34,
4:10:12,-0.64,0.12,-0.04,-33.39,34.09,22.89,
4:10:12,-0.65,0.06,-0.07,-37.17,37.52,10.43,
4:10:12,-0.71,-0.09,-0.14,-23.66,33.18,-4.2,
4:10:12,-0.7,-0.22,-0.15,-5.39,28.63,-17.08,
4:10:12,-0.64,-0.28,-0.1,6.09,28.98,-26.04,
4:10:12,-0.59,-0.3,-0.04,15.19,33.25,-37.1,
4:10:12,-0.58,-0.32,-0.01,25.76,41.79,-47.46,
4:10:12,-0.61,-0.32,0,36.96,52.71,-54.25,
4:10:12,-0.67,-0.3,0.01,47.18,60.41,-61.25,
4:10:12,-0.76,-0.16,0.02,45.57,63.35,-66.64,
4:10:12,-0.83,-0.01,0.05,34.86,58.73,-68.53,
4:10:12,-0.89,0.18,0.06,27.3,51.31,-60.97,
4:10:12,-1.04,0.4,0.01,48.02,35.91,-46.2,
4:10:12,-1.15,0.63,-0.03,95.13,28.42,-12.46,
4:10:12,-1.22,0.86,-0.2,185.08,19.39,55.79,
4:10:12,-1.12,1.37,-0.3,204.68,22.54,152.11,
4:10:12,-1.01,1.81,-0.39,146.09,4.06,211.26,
4:10:12,-0.81,2.02,-0.02,159.32,-27.37,183.26,
4:10:12,-0.52,2.43,0.62,161.28,-24.08,82.81,
4:10:12,-0.34,2.61,0.73,30.73,22.96,-12.11,
4:10:12,-0.5,1.73,0.27,-55.3,51.59,-66.29,
4:10:12,-0.81,0.89,-0.16,-80.85,49.56,-52.36,
4:10:12,-1.06,0.38,-0.49,-73.64,49.7,-36.33,
4:10:12,-1.23,0.16,-0.68,-40.88,31.57,-24.01,
4:10:12,-1.24,0.13,-0.59,-2.31,12.18,-16.45,
4:10:12,-1.22,0.18,-0.4,14.42,13.44,-14.21,
4:10:12,-1.43,0.31,-0.28,7.84,32.83,-20.37,
4:10:12,-1.65,0.42,-0.13,-48.37,69.72,-32.69,
4:10:12,-1.79,0.43,-0.08,-109.2,112.63,-49.35,
4:10:12,-1.68,0.29,-0.25,-142.24,147.14,-56.21,
4:10:12,-1.49,0.16,-0.22,-134.47,152.6,-54.11,
4:10:12,-1.27,0.06,-0.23,-105.07,133.21,-52.92,
4:10:12,-1.06,0.01,-0.19,-80.99,92.12,-63.63,
4:10:12,-0.91,0.02,-0.09,-95.97,19.6,-87.99,
4:10:12,-0.72,-0.09,0.01,-119.07,-49.07,-120.47,
4:10:12,-0.38,-0.3,0.09,-88.41,-54.67,-127.05,
4:10:12,-0.35,-0.28,0.07,-35.56,-28.7,-117.04,
4:10:12,-0.29,-0.31,0,16.73,-3.22,-101.29,
4:10:12,-0.34,-0.33,-0.12,60.06,10.15,-81.41,
4:10:12,-0.55,-0.32,-0.29,78.05,-3.36,-41.23,
4:10:12,-0.87,-0.25,-0.45,64.05,-29.75,5.25,
4:10:12,-1.19,-0.2,-0.58,57.47,-54.74,44.45,
4:10:12,-1.39,-0.05,-0.59,50.54,-70.21,63,
4:10:12,-1.48,0.15,-0.55,40.88,-78.4,58.45,
4:10:12,-1.34,0.33,-0.4,23.8,-70.07,11.2,
4:10:12,-1.09,0.35,-0.34,7.77,-53.69,-19.67,
4:10:12,-0.9,0.34,-0.37,-16.03,-47.88,-34.44,
4:10:12,-0.75,0.3,-0.32,-29.26,-41.65,-35.7,
4:10:12,-0.63,0.26,-0.34,-24.71,-25.55,-27.58,
4:10:12,-0.7,0.28,-0.44,-2.59,-25.06,-20.3,
4:10:12,-0.7,0.37,-0.51,46.83,-23.38,-19.39,
4:10:12,-0.74,0.38,-0.69,74.69,-30.24,-10.36,
4:10:12,-0.88,0.44,-0.82,107.38,-53.62,2.87,
4:10:12,-0.92,0.48,-0.75,134.19,-71.89,19.67,
4:10:12,-0.89,0.61,-0.5,133.49,-66.85,21.28,
4:10:12,-0.78,0.58,-0.39,123.13,-38.99,19.95,
4:10:12,-0.72,0.49,-0.39,125.16,-1.75,14.84,
4:10:12,-0.74,0.48,-0.4,125.72,28.35,4.76,
4:10:12,-0.76,0.42,-0.4,110.6,49,5.39,
4:10:12,-0.77,0.39,-0.4,92.68,64.19,9.1,
4:10:12,-0.77,0.39,-0.36,74.55,76.16,11.48,
4:10:12,-0.79,0.36,-0.31,66.92,85.68,4.76,
4:10:12,-0.81,0.31,-0.28,75.46,100.03,0.7,
4:10:12,-0.86,0.31,-0.29,92.75,109.69,2.45,
4:10:12,-0.92,0.32,-0.3,98.56,112.28,5.46,
4:10:12,-0.94,0.34,-0.28,94.99,111.16,7.42,
4:10:12,-0.96,0.38,-0.24,82.39,108.92,4.83,
4:10:12,-0.98,0.41,-0.22,66.99,108.36,-2.94,
4:10:12,-0.99,0.41,-0.19,52.01,108.15,-11.13,
4:10:12,-1.01,0.41,-0.15,42.7,103.6,-16.45,
4:10:12,-1.04,0.4,-0.05,38.5,83.51,-9.52,
4:10:12,-1.33,0.32,-0.02,68.18,-36.96,19.95,
4:10:12,-0.99,0.51,0.23,111.58,-123.27,31.71,
4:10:12,-0.65,0.65,0.17,96.25,-73.71,10.36,
4:10:12,-0.6,0.68,-0.05,62.86,-33.18,-9.73,
4:10:12,-0.68,0.61,-0.3,16.38,-34.37,-19.74,
4:10:12,-0.66,0.6,-0.36,-11.06,-38.29,-20.16,
4:10:12,-0.71,0.57,-0.45,-17.22,-41.58,-14.42,
4:10:12,-0.74,0.59,-0.51,-1.61,-43.75,-14.77,
4:10:12,-0.75,0.56,-0.49,25.13,-44.17,-13.3,
4:10:12,-0.7,0.63,-0.47,34.86,-36.96,-15.68,
4:10:12,-0.64,0.61,-0.41,30.45,-25.9,-17.71,
4:10:12,-0.61,0.59,-0.37,16.31,-13.37,-19.18,
4:10:12,-0.62,0.61,-0.32,-2.59,-0.56,-24.15,
4:10:12,-0.59,0.61,-0.23,-25.55,27.51,-26.11,
4:10:12,-0.62,0.6,-0.2,-38.64,51.1,-28.21,
4:10:12,-0.73,0.57,-0.17,-36.47,58.1,-30.8,
4:10:12,-0.95,0.51,-0.09,17.85,14,-25.48,
4:10:12,-1.14,0.64,0.12,25.76,-41.37,-21.21,
4:10:12,-1.07,0.71,0.19,0.56,-42.28,-18.13,
4:10:12,-1.03,0.72,-0.23,-25.55,-24.92,-21.77,
4:10:12,-0.98,0.69,-0.38,-28.7,-26.04,-23.03,
4:10:12,-0.98,0.73,-0.45,-31.64,-40.53,-22.89,
4:10:12,-1.05,0.78,-0.41,-41.23,-51.31,-9.87,
4:10:12,-1.16,0.79,-0.32,-46.41,-49.91,8.47,
4:10:12,-1.3,0.79,-0.18,-32.27,-46.48,32.06,
4:10:12,-1.72,0.95,0.06,-46.27,-100.17,43.26,
4:10:12,-1.47,0.93,0.32,-90.16,-121.17,42.07,
4:10:12,-1.08,0.76,0.15,-126,-85.61,53.76,
4:10:12,-0.95,0.63,-0.28,-144.55,-72.24,70.42,
4:10:12,-0.88,0.52,-0.48,-151.41,-74.27,83.44,
4:10:12,-0.89,0.42,-0.53,-146.44,-69.02,98.98,
4:10:12,-0.97,0.32,-0.51,-122.5,-54.67,110.67,
4:10:12,-1.11,0.26,-0.52,-80.78,-35.84,108.22,
4:10:12,-1.27,0.23,-0.51,-41.65,-20.93,99.68,
4:10:12,-1.41,0.17,-0.48,-4.34,-14.56,80.78,
4:10:12,-1.53,0.13,-0.32,13.37,-20.16,62.3,
4:10:12,-1.59,0.05,-0.13,-12.67,-36.61,59.71,
4:10:12,-1.48,-0.06,-0.13,-21.14,-69.72,71.96,
4:10:12,-1.23,-0.09,-0.22,-0.07,-56.84,75.18,
4:10:12,-1.13,-0.1,-0.28,32.34,-55.72,68.6,
4:10:12,-1.06,-0.1,-0.28,69.09,-52.99,66.99,
4:10:12,-1,-0.09,-0.25,73.36,-41.44,65.1,
4:10:12,-0.98,0.03,-0.24,101.29,-23.73,66.71,
4:10:12,-1,0.36,-0.28,82.95,-19.74,68.04,
4:10:12,-0.97,0.5,-0.27,28.77,-14.42,70.49,
4:10:12,-0.89,0.6,-0.31,-34.09,-2.31,78.05,
4:10:12,-0.8,0.66,-0.34,-81.83,6.44,96.88,
4:10:12,-0.7,0.69,-0.31,-129.43,16.94,126,
4:10:12,-0.71,0.71,-0.41,-128.45,19.46,114.24,
4:10:12,-0.79,0.67,-0.36,-121.03,-4.48,78.68,
4:10:12,-0.77,0.49,-0.15,-97.09,-21.77,63.63,
4:10:12,-0.73,0.36,0.09,-107.38,1.82,63.07,
4:10:12,-0.77,0.14,0.06,-116.2,24.78,52.57,
4:10:12,-0.84,0.07,-0.04,-94.78,27.65,41.37,
4:10:12,-0.88,-0.02,-0.11,-70.14,22.05,33.95,
4:10:12,-0.88,-0.01,-0.06,-60.13,17.08,34.09,
4:10:12,-0.87,0.03,0.01,-73.57,20.37,34.09,
4:10:12,-0.91,-0.02,0.04,-83.23,19.32,40.25,
4:10:12,-0.96,-0.02,0.04,-75.25,15.68,40.95,
4:10:12,-0.95,0.08,0.03,-62.44,7.07,36.61,
4:10:12,-0.95,0.16,0.01,-58.24,-4.06,30.59,
4:10:12,-0.96,0.24,0.08,-55.09,-14.91,22.61,
4:10:12,-0.96,0.28,0.15,-59.29,-19.11,19.53,
4:10:12,-0.95,0.34,0.19,-59.78,-21,12.11,
4:10:12,-0.93,0.39,0.21,-55.65,-18.13,5.46,
4:10:12,-0.89,0.45,0.2,-49.07,-15.33,-0.7,
4:10:12,-0.83,0.51,0.15,-48.93,-13.86,-5.53,
4:10:12,-0.79,0.6,0.11,-54.11,-12.39,-12.32,
4:10:12,-0.76,0.66,-0.02,-60.27,-12.88,-22.33,
4:10:12,-0.74,0.67,-0.07,-63.7,-15.4,-30.38,
4:10:12,-0.7,0.66,-0.09,-69.3,-17.5,-36.19,
4:10:12,-0.72,0.66,-0.07,-87.08,-10.5,-42.21,
4:10:12,-0.74,0.56,-0.06,-93.94,-9.1,-45.64,
4:10:12,-0.72,0.51,0,-101.43,-3.92,-51.52,
4:10:12,-0.73,0.43,0,-97.86,-1.12,-55.51,
4:10:12,-0.75,0.39,0.02,-92.68,-1.61,-57.19,
4:10:12,-0.75,0.36,0.04,-95.83,2.03,-63.35,
4:10:12,-0.78,0.26,0.06,-91.91,3.85,-73.92,
4:10:12,-0.78,0.2,0.08,-90.72,5.67,-78.61,
4:10:12,-0.79,0.11,0.08,-82.88,8.26,-77.98,
4:10:12,-0.81,0.1,0.1,-71.47,9.52,-72.66,
4:10:12,-0.86,0.1,0.15,-59.78,9.45,-70,
4:10:12,-0.9,0.05,0.22,-39.9,10.08,-63.56,
4:10:12,-0.91,0.03,0.31,-19.53,14.63,-56.7,
4:10:12,-0.92,0.06,0.39,0,19.81,-49.7,
4:10:12,-0.91,0.07,0.44,13.3,27.3,-42.21,
4:10:12,-0.85,0.05,0.45,30.59,38.01,-31.57,
4:10:12,-0.83,0.04,0.42,49.56,47.74,-23.17,
4:10:12,-0.85,0,0.23,75.18,49.42,-14.84,
4:10:12,-0.88,-0.02,0.09,114.59,39.62,-11.62,
4:10:12,-0.8,-0.04,0.04,158.55,34.58,-9.66,
4:10:12,-0.7,-0.02,-0.04,194.25,37.8,-11.69,
4:10:12,-0.68,-0.07,-0.11,227.43,51.03,-17.01,
4:10:12,-0.95,-0.09,-0.1,240.24,73.15,-29.96,
4:10:12,-1.22,-0.08,-0.13,239.68,80.5,-52.29,
4:10:12,-1.56,0.05,-0.06,207.69,61.67,-79.59,
4:10:12,-1.9,0.11,0.05,110.67,8.68,-97.23,
4:10:12,-2.22,0.23,0.32,80.29,-36.68,-85.96,
4:10:12,-2.29,0.71,0.28,149.52,-29.26,0.42,
4:10:12,-1.9,1.61,-0.97,226.45,19.53,83.93,
4:10:12,-1.43,2.27,-0.87,94.36,-4.27,93.66,
4:10:12,-0.76,1.87,-0.52,12.18,1.47,56.7,
4:10:12,-0.34,1.2,-0.27,85.33,10.29,17.22,
4:10:12,-0.08,0.84,-0.03,133.77,20.16,8.4,
4:10:12,0.02,0.54,0.03,138.88,36.4,8.54,
4:10:12,-0.13,0.36,-0.1,103.6,42.56,35.77,
4:10:12,-0.39,0.24,-0.19,63.98,24.5,56.07,
4:10:12,-0.54,0.09,-0.26,49.56,-3.71,68.74,
4:10:12,-0.71,-0.04,-0.36,84.42,-40.04,79.17,
4:10:12,-0.93,-0.14,-0.51,138.6,-74.27,78.33,
4:10:12,-1.14,-0.1,-0.48,202.23,-89.95,63.07,
4:10:12,-1.35,-0.1,-0.45,258.3,-84.77,45.36,
4:10:12,-1.36,0.09,-0.12,252.07,-45.85,28.42,
4:10:12,-1.2,0.22,0.02,199.36,28.35,5.04,
4:10:12,-1.07,0.23,-0.04,128.59,76.02,-11.62,
4:10:12,-0.96,0.15,-0.15,67.76,82.95,-14.56,
4:10:12,-0.9,0.11,-0.21,24.92,64.61,-6.79,
4:10:12,-0.9,0.13,-0.23,-3.43,21.28,3.01,
4:10:12,-0.96,0.14,-0.24,-16.73,17.01,12.25,
4:10:12,-1,0.17,-0.24,-13.09,8.68,14.63,
4:10:12,-1,0.2,-0.26,3.43,4.76,10.22,
4:10:12,-0.97,0.24,-0.28,25.41,-0.35,3.43,
4:10:12,-0.93,0.28,-0.28,29.75,-9.87,-5.95,
4:10:12,-0.91,0.26,-0.3,33.67,-21.07,-9.03,
4:10:12,-0.91,0.22,-0.35,43.47,-36.26,-5.11,
4:10:12,-0.91,0.28,-0.33,50.26,-49.14,-0.77,
4:10:12,-0.95,0.32,-0.35,56.21,-55.65,4.06,
4:10:12,-1,0.38,-0.38,62.37,-58.66,3.85,
4:10:12,-0.99,0.35,-0.42,72.31,-59.57,7.77,
4:10:12,-0.95,0.31,-0.56,99.96,-66.15,11.62,
4:10:12,-0.88,0.24,-0.8,159.74,-93.87,19.25,
4:10:12,-0.76,0.25,-0.89,228.55,-121.24,45.08,
4:10:12,-0.73,0.52,-0.81,260.68,-135.8,71.61,
4:10:12,-0.69,0.65,-0.68,226.24,-122.08,73.64,
4:10:12,-0.67,0.76,-0.58,185.22,-74.41,50.82,
4:10:12,-0.74,0.65,-0.57,160.86,-28.7,31.92,
4:10:12,-0.76,0.57,-0.57,149.73,2.03,16.87,
4:10:12,-0.75,0.5,-0.56,149.73,18.27,5.18,
4:10:12,-0.74,0.44,-0.51,142.45,25.41,4.41,
4:10:12,-0.72,0.42,-0.45,129.64,31.01,8.82,
4:10:12,-0.74,0.47,-0.38,109.06,35.84,6.3,
4:10:12,-0.77,0.49,-0.3,85.82,45.43,-1.4,
4:10:12,-0.79,0.49,-0.26,68.25,64.82,-7.84,
4:10:12,-0.83,0.49,-0.24,52.5,78.75,-10.43,
4:10:12,-0.85,0.5,-0.24,38.22,87.43,-6.79,
4:10:12,-0.86,0.51,-0.25,25.13,90.16,-0.35,
4:10:12,-0.85,0.54,-0.26,20.02,88.34,4.34,
4:10:12,-0.81,0.55,-0.26,22.19,81.9,5.88,
4:10:12,-0.78,0.59,-0.26,27.16,72.24,4.06,
4:10:12,-0.76,0.61,-0.28,38.57,56.56,1.89,
4:10:12,-0.76,0.62,-0.29,56.56,34.72,4.13,
4:10:12,-0.75,0.67,-0.26,77.77,12.32,8.82,
4:10:12,-0.74,0.72,-0.23,92.33,-4.83,12.32,
4:10:12,-0.73,0.74,-0.21,101.15,-19.95,12.6,
4:10:12,-0.69,0.76,-0.19,101.85,-34.02,10.36,
4:10:12,-0.67,0.74,-0.18,93.8,-44.52,9.31,
4:10:12,-0.67,0.73,-0.18,82.81,-52.15,11.27,
4:10:12,-0.69,0.74,-0.18,60.13,-51.03,10.64,
4:10:12,-0.68,0.73,-0.18,39.13,-43.96,7.28,
4:10:12,-0.67,0.69,-0.2,22.89,-34.09,3.36,
4:10:12,-0.66,0.64,-0.23,12.67,-24.5,2.24,
4:10:12,-0.68,0.61,-0.3,6.09,-20.16,2.45,
4:10:12,-0.71,0.61,-0.32,3.92,-18.2,3.64,
4:10:12,-0.74,0.62,-0.33,9.17,-17.15,2.73,
4:10:12,-0.75,0.61,-0.32,21.35,-16.03,2.94,
4:10:12,-0.77,0.62,-0.31,35.7,-16.73,5.32,
4:10:12,-0.82,0.65,-0.29,46.83,-28.07,7.84,
4:10:12,-0.91,0.64,-0.24,63.91,-46.9,11.27,
4:10:12,-1,0.66,-0.16,82.81,-69.58,19.25,
4:10:12,-1.17,0.72,-0.08,97.93,-96.81,27.65,
4:10:12,-1.42,0.81,0.11,85.82,-126.7,26.67,
4:10:12,-1.63,0.79,0.3,52.08,-157.71,22.96,
4:10:12,-1.52,0.64,0.41,9.59,-148.19,30.1,
4:10:12,-1.27,0.45,0.15,-23.94,-108.78,53.62,
4:10:12,-1.22,0.36,-0.24,-36.26,-93.31,78.05,
4:10:12,-1.19,0.29,-0.52,-19.88,-113.33,107.03,
4:10:12,-1.18,0.28,-0.57,7.63,-142.38,106.12,
4:10:12,-1.15,0.28,-0.45,30.52,-141.96,116.48,
4:10:12,-1.28,0.19,-0.47,68.81,-125.3,124.88,
4:10:12,-1.56,0.17,-0.46,115.01,-123.2,116.27,
4:10:12,-1.86,0.2,-0.29,132.09,-151.34,67.76,
4:10:12,-1.94,0.11,0,106.54,-184.03,19.67,
4:10:12,-1.68,-0.17,0.19,95.69,-184.73,26.74,
4:10:12,-1.24,-0.26,0.21,110.46,-159.04,71.19,
4:10:12,-0.91,-0.12,0.12,133.42,-122.22,86.94,
4:10:12,-0.8,0.1,-0.05,133.28,-87.08,62.51,
4:10:12,-0.75,0.17,-0.2,100.52,-64.4,35.42,
4:10:12,-0.78,0.14,-0.33,60.48,-63.56,33.25,
4:10:12,-0.78,0.25,-0.35,32.83,-72.31,39.13,
4:10:12,-0.72,0.41,-0.31,-4.06,-72.59,39.9,
4:10:12,-0.66,0.45,-0.31,-35.28,-62.09,42.49,
4:10:12,-0.64,0.44,-0.32,-22.89,-55.16,51.17,
4:10:12,-0.65,0.53,-0.31,16.03,-56.21,57.54,
4:10:12,-0.64,0.54,-0.3,59.71,-56.35,65.52,
4:10:12,-0.72,0.56,-0.15,96.74,-60.27,60.55,
4:10:12,-0.88,0.39,0,82.67,-67.83,55.86,
4:10:12,-0.96,0.17,0.08,70.42,-70.91,58.87,
4:10:12,-0.87,0.1,0.06,57.33,-56.49,62.86,
4:10:12,-0.74,0,-0.06,61.25,-42.63,64.54,
4:10:12,-0.7,0.01,-0.08,68.81,-31.01,61.81,
4:10:12,-0.73,0.06,-0.05,62.09,-23.94,54.95,
4:10:12,-0.71,0.02,-0.01,58.31,-17.57,43.4,
